Id,title,star,review,Cleaned,label
511,mori,4,تابلو راهنما امکانات زیبا,تابلو راهنما امکانات زیبا,1
512,Amin jamshidi,4,پل زیبا حفاظت,پل زیبا حفاظت,1
513,mrzamanfar,5,بازدید فروردین هستش,بازدید فروردین هستش,1
514,nemat karimi,5,تخریب پل گاومیشان ارتباطی استان ایلام لرستان,تخریب پل گاومیشان ارتباطی استان ایلام لرستان,1
515,saeid gh,1,پل حمله اعراب ب ایران جلوگیری پیشرفت اعراب ب منطقه اهالی پل گاومیش تخریب مانع ورود الان ترمیم فرهنگی محافظت نشده خیف,پل حمله اعراب ب ایران جلوگیری پیشرفت اعراب ب منطقه اهالی پل گاومیش تخریب مانع ورود الان ترمیم فرهنگی محافظت نشده خیف,-1
521,mohsen panahi,4,جاذبه بکر زیبا طبیعت گردان مناظری زیباتر غیر تکراری جاهای وقت رفته بشه بهشتی مناسبترین فصل اواسط فروردین هفته اردیبهشت جاده دسترسی کوهدشت تنگ شیرز اصن وصف توی یکساعت پیاده کوه پیمایی معمول داره پارکینگ انتهای تنگ شیرز کوهدشت ابتدای تنگ شیرز حدود40دقیقه ماشین جاده رویایی آسفالتی درجه,جاذبه بکر زیبا طبیعت گردان مناظری زیباتر غیر تکراری جاهای وقت رفته بشه بهشتی مناسبترین فصل اواسط فروردین هفته اردیبهشت جاده دسترسی کوهدشت تنگ شیرز اصن وصف توی یکساعت پیاده کوه پیمایی معمول داره پارکینگ انتهای تنگ شیرز کوهدشت ابتدای تنگ شیرز حدود40دقیقه ماشین جاده رویایی آسفالتی درجه,1
522,hamed Ebne,4,جهت سفر تنگه شیرز «تنگه شیرزاد» خرم‌آباد کوهدشت 65 کیلومتر جاده آسفالته برید کوهدشت 50 کیلومتر تنگه برید دره زیبا برسید وسایل کفش صندل آب نوردی کوه‌پیمایی لباس خوراکی ترجیحاً چراغ قوه بازدید غارِ پل خدا,جهت سفر تنگه شیرز «تنگه شیرزاد» خرم‌آباد کوهدشت 65 کیلومتر جاده آسفالته برید کوهدشت 50 کیلومتر تنگه برید دره زیبا برسید وسایل کفش صندل آب نوردی کوه‌پیمایی لباس خوراکی ترجیحاً چراغ قوه بازدید غارِ پل خدا,1
523,s.sh,5,فاصله 50 کیلومتری کوهدشت داره فاصله کوهدشت خرم‌آباد 85 کیلومتره حدودا 30 برد خرم آباد اونجا رسیدیم پایین تنگه پارکینگ هست واقعا زیبایی لیدر میگفت میشه دوره زمین شناسی نمای کوه شبیه کوه آریزونای امریکا وسط تنگه رودخانه عبور میکنه آبش زلال شفافه راحتی میشه توی اون آب آبتنی پوشش گیاهی دیدیم درخت بلوط انجیر وحشی اخر تنگه نرفتیم,فاصله 50 کیلومتری کوهدشت داره فاصله کوهدشت خرم‌آباد 85 کیلومتره حدودا 30 برد خرم آباد اونجا رسیدیم پایین تنگه پارکینگ هست واقعا زیبایی لیدر میگفت میشه دوره زمین شناسی نمای کوه شبیه کوه آریزونای امریکا وسط تنگه رودخانه عبور میکنه آبش زلال شفافه راحتی میشه توی اون آب آبتنی پوشش گیاهی دیدیم درخت بلوط انجیر وحشی اخر تنگه نرفتیم,1
524,ahmad-zalpor,1,«تنگه شیرز» دره شگفت انگیز دل کوهدشت حدوداً محل تلاقی استان کرمانشاه ایلام لرستان واقع قسمت اصلی تنگه کیلومتر رودخانه‌ای دهانه ورودی شیرز رودخانه سیمره می‌پیوندد تنگه شیرز دیواره‌هایی ارتفاع 150 200 محصور شیب دیواره‌ها ارتفاعی کمتر ده نزدیکی روستای «گُدارگَه» پرتگاه «سَر رَگ» انتهای دره مناره سنگی نمایی نماد بارز شیرز اوج,«تنگه شیرز» دره شگفت انگیز دل کوهدشت حدوداً محل تلاقی استان کرمانشاه ایلام لرستان واقع قسمت اصلی تنگه کیلومتر رودخانه‌ای دهانه ورودی شیرز رودخانه سیمره می‌پیوندد تنگه شیرز دیواره‌هایی ارتفاع 150 200 محصور شیب دیواره‌ها ارتفاعی کمتر ده نزدیکی روستای «گُدارگَه» پرتگاه «سَر رَگ» انتهای دره مناره سنگی نمایی نماد بارز شیرز اوج,-1
525,ali barazandeh nia,4,زیبا دیدنی پیاده کوهستان علاقه مندید تنگه تور رفتن مکان میکنید مطمین شوید اتوبوس مینی بوس امکانات فاصله تنگه خرم آباد ساعت مینی‌بوس,زیبا دیدنی پیاده کوهستان علاقه مندید تنگه تور رفتن مکان میکنید مطمین شوید اتوبوس مینی بوس امکانات فاصله تنگه خرم آباد ساعت مینی‌بوس,1
526,Bijan masoudi,5,زیباترین شگفت انگیزترین عجایب طبیعی ایران تنگه شیرزر لرستان دره طبقاتی تنگه حرکت رودخانه طبیعت سرسبز حس خوبی منتقل میکند,زیباترین شگفت انگیزترین عجایب طبیعی ایران تنگه شیرزر لرستان دره طبقاتی تنگه حرکت رودخانه طبیعت سرسبز حس خوبی منتقل میکند,1
527,Morteza barjesteh,5,درهٔ شیرْز شمال شهرستان کوهدشت استان لرستان غرب ایران منطقه سرسبز دیدنی در50 کیلومتری شهر کوهدشت نقطه تلاقی استان کرمانشاه ایلام لرستان رود خروشان سیمره واقع تنگه کیلومتر رودخانه‌ای دهانه ورودی شیرز رودخانه سیمره می‌پیوندد تنگ شیرز دیواره‌هایی ارتفاع 150 200 محصور شیب دیواره‌ها ارتفاعی کمتر 10 نزدیکی روستای گُدارگَه پرتگاه هفت رَک انتهای دره اوج تنگه شیرز مکان‌های باستانی چنیدن هزارساله مناطق آثاری زندگی غارنشینی جمله مناطق غار پل خدا غار میانه تنگ شیرز آبراهی کف جاریست استالاگتیت‌های زیبایی,درهٔ شیرْز شمال شهرستان کوهدشت استان لرستان غرب ایران منطقه سرسبز دیدنی در50 کیلومتری شهر کوهدشت نقطه تلاقی استان کرمانشاه ایلام لرستان رود خروشان سیمره واقع تنگه کیلومتر رودخانه‌ای دهانه ورودی شیرز رودخانه سیمره می‌پیوندد تنگ شیرز دیواره‌هایی ارتفاع 150 200 محصور شیب دیواره‌ها ارتفاعی کمتر 10 نزدیکی روستای گُدارگَه پرتگاه هفت رَک انتهای دره اوج تنگه شیرز مکان‌های باستانی چنیدن هزارساله مناطق آثاری زندگی غارنشینی جمله مناطق غار پل خدا غار میانه تنگ شیرز آبراهی کف جاریست استالاگتیت‌های زیبایی,1
528,mahmoud farsi,5,تنگه آب صفا دیواره 100 شگفتی زیبایی طبیعت توی شیرز میشه دید شهر کوهدشت ساعت جاده شوسه میکنی ورودی دره میرسه تمایل میشه اونجا کمپ زد طبیعت بکر لستفاده یادمون نره زباله هامون خودمون برگردونیم,تنگه آب صفا دیواره 100 شگفتی زیبایی طبیعت توی شیرز میشه دید شهر کوهدشت ساعت جاده شوسه میکنی ورودی دره میرسه تمایل میشه اونجا کمپ زد طبیعت بکر لستفاده یادمون نره زباله هامون خودمون برگردونیم,1
529,alireza esmaeeli,4,تنگه شیرز موقعیت جغرافیایی n334928 e472950 استان لرستان واقع منطقه سرسبز 55 کیلومتری شهر کوهدشت نقطه تلاقی استان کرمانشاه ایلام لرستان رود سیمره واقع شده‌است دره شیرز زردلان منطقه‌ای اولادقباد روستای گدارگه کناره رود سیمره کشیده شده‌است تنگه دره شیزر کیلومتر رودخانه‌ای دهانه ورودی شیرز رودخانه سیمره می‌پیوندد مکان دیواره‌هایی ارتفاع 150 200 محصور طوریکه شیب دیواره‌ها ارتفاعی کمتر ده نزدیکی روستای گُدارگَه پرتگاه هفت رَک انتهای دره اوج چشمه‌های آبشار شیرز تنگه گرفته‌است,تنگه شیرز موقعیت جغرافیایی n334928 e472950 استان لرستان واقع منطقه سرسبز 55 کیلومتری شهر کوهدشت نقطه تلاقی استان کرمانشاه ایلام لرستان رود سیمره واقع شده‌است دره شیرز زردلان منطقه‌ای اولادقباد روستای گدارگه کناره رود سیمره کشیده شده‌است تنگه دره شیزر کیلومتر رودخانه‌ای دهانه ورودی شیرز رودخانه سیمره می‌پیوندد مکان دیواره‌هایی ارتفاع 150 200 محصور طوریکه شیب دیواره‌ها ارتفاعی کمتر ده نزدیکی روستای گُدارگَه پرتگاه هفت رَک انتهای دره اوج چشمه‌های آبشار شیرز تنگه گرفته‌است,1
530,amin motlagh,5,خارق العاده شگفت انگیز تکه طبیعت بکرو زیبای لرستان رودخانه آبشار غار کوه چشمه خرم آباد اقامت داشتیم شیرز حرکت کردیم گوگل مپ نیازی راهنما پرسش مسیر نداشتیم پای تنگه گوگل رانندگی کردیم ساعته خرم آباد ابتدای تنگه رسیدیم ابتدای تنگه پارکینگ فروشگاه جهت آب ابتدای تنگه مسیرهای پاکوب متعددی راهنما انتهای تنگه رساند اواخر تنگه غارزیبا تقریبی 150 پیمایش نور چراغ قوه موبایل پذیر غار خروجی نگران گم مسیر مسیررفت تنگه پای کودک ساعته مسیرتنگه امن عاری حیوانات وحشی گزنده مشاهده مسیر پوست مار رودخانه شدیم,خارق العاده شگفت انگیز تکه طبیعت بکرو زیبای لرستان رودخانه آبشار غار کوه چشمه خرم آباد اقامت داشتیم شیرز حرکت کردیم گوگل مپ نیازی راهنما پرسش مسیر نداشتیم پای تنگه گوگل رانندگی کردیم ساعته خرم آباد ابتدای تنگه رسیدیم ابتدای تنگه پارکینگ فروشگاه جهت آب ابتدای تنگه مسیرهای پاکوب متعددی راهنما انتهای تنگه رساند اواخر تنگه غارزیبا تقریبی 150 پیمایش نور چراغ قوه موبایل پذیر غار خروجی نگران گم مسیر مسیررفت تنگه پای کودک ساعته مسیرتنگه امن عاری حیوانات وحشی گزنده مشاهده مسیر پوست مار رودخانه شدیم,1
531,hanieh jafari,5,طبیعت العاده زیبا بکر emoji پیمایش لذت …,طبیعت العاده زیبا بکر emoji پیمایش لذت …,1
532,ebi khalili,5,واقعا حیف لرستانی شناخته زیبایی نمیشه خودتون,واقعا حیف لرستانی شناخته زیبایی نمیشه خودتون,1
533,منصور شرکت,4,تنگه شیرز زیباترین تنگه ایران استانهای لرستان خوزستان ایلام مسیر پیاده سنین مکانهای جهت چادرزدن ورودی مسیر پرورش ماهی وپارکینک میباشد میتوان انجا چادرزد فروشگاه خرید,تنگه شیرز زیباترین تنگه ایران استانهای لرستان خوزستان ایلام مسیر پیاده سنین مکانهای جهت چادرزدن ورودی مسیر پرورش ماهی وپارکینک میباشد میتوان انجا چادرزد فروشگاه خرید,1
534,Ali K,4,تاریخ فروردین 1400 تنگه شیرز کوهدشت طبیعت خاص متفاوت شیرز دره ی بکر تاریخی شیرز,تاریخ فروردین 1400 تنگه شیرز کوهدشت طبیعت خاص متفاوت شیرز دره ی بکر تاریخی شیرز,1
535,Morteza ,2,دره سنگی سرسبز زیبا نزدیکی شهرستان کوهدشت استان لرستان توانید کوهدشت جاده اولاد قباد 40 کیلومتر آسفالت کیلومتر جاده خاکی بروید,دره سنگی سرسبز زیبا نزدیکی شهرستان کوهدشت استان لرستان توانید کوهدشت جاده اولاد قباد 40 کیلومتر آسفالت کیلومتر جاده خاکی بروید,-1
536,Mayaam,4,تنگه شیرز موقعیت جغرافیایی n334928 e472950 استان لرستان واقع منطقه سرسبز 55 کیلومتری شهر کوهدشت نقطه تلاقی استان کرمانشاه ایلام لرستان رود سیمرهواقع شده‌است,تنگه شیرز موقعیت جغرافیایی n334928 e472950 استان لرستان واقع منطقه سرسبز 55 کیلومتری شهر کوهدشت نقطه تلاقی استان کرمانشاه ایلام لرستان رود سیمرهواقع شده‌است,1
537,sepoura,5,روز داخل تنگه زیبا پیمایش کردیم زیباترین دره لرستان نیگاه شیرز قسمتی جاده منتهی پارکینگ تنگه خاکی دسترسی نقاط رودخانه ساعت پیمایش پارکینگ ابتدای تنگه دارید پل خدا آفرید مرتبه رودخانه عبور نکته پل ودر مسیر عبور رودخانه قسمتی صخره راست چشمه آب آشامیدنی پل خدا افرید صخره شمالی دره 40 دقیقه پیمایش چشمه آب آشامیدنی -محل کمپ نرسیده پل خدا آفرید توانید صخره جنوبی کمپ پله صخره پل خدآفرید عبور چشمه دشت مسطح رودخانه کمپ پاکیزه نگه تنگه زیبا رودخانه شستن ظرفها بدن مواد شوینده داخل رودخانه شدت خودداری اینکار توانید 20 30 منابع آبی فاصله بگیرید -طبیعت زباله زیباتر ردپایتان طبیعت باقی نگذارید,روز داخل تنگه زیبا پیمایش کردیم زیباترین دره لرستان نیگاه شیرز قسمتی جاده منتهی پارکینگ تنگه خاکی دسترسی نقاط رودخانه ساعت پیمایش پارکینگ ابتدای تنگه دارید پل خدا آفرید مرتبه رودخانه عبور نکته پل ودر مسیر عبور رودخانه قسمتی صخره راست چشمه آب آشامیدنی پل خدا افرید صخره شمالی دره 40 دقیقه پیمایش چشمه آب آشامیدنی -محل کمپ نرسیده پل خدا آفرید توانید صخره جنوبی کمپ پله صخره پل خدآفرید عبور چشمه دشت مسطح رودخانه کمپ پاکیزه نگه تنگه زیبا رودخانه شستن ظرفها بدن مواد شوینده داخل رودخانه شدت خودداری اینکار توانید 20 30 منابع آبی فاصله بگیرید -طبیعت زباله زیباتر ردپایتان طبیعت باقی نگذارید,1
538,mahdi hosseini,5,یه مسیر پیاده,یه مسیر پیاده,1
539,hadi sharifzadeh,5,طبیعتی بکر منظره العاده مسیر کوهدشت تنگه شیرزر عالیست مسیر کوهپیمایی ابتدای تنگه غار یکساعت نیم انتهای تنگه ساعت صندل جهت عبور مکرر رودخانه توصیه گرفتن شرایط آب هوایی توانید همراه خانواده مسیر تنگه کمپ بارانی سیلاب محتمل,طبیعتی بکر منظره العاده مسیر کوهدشت تنگه شیرزر عالیست مسیر کوهپیمایی ابتدای تنگه غار یکساعت نیم انتهای تنگه ساعت صندل جهت عبور مکرر رودخانه توصیه گرفتن شرایط آب هوایی توانید همراه خانواده مسیر تنگه کمپ بارانی سیلاب محتمل,1
540,hossein Xamseh,3,تنگه زیبا منطقه اولاد قباد شهرستان کوهدشت پیشنهاد میکنم بازدید بروید,تنگه زیبا منطقه اولاد قباد شهرستان کوهدشت پیشنهاد میکنم بازدید بروید,0
541,مهدی نوایی,5,تنگه زیباترین مناطق طبیعی ایران بازدید اردیبهشت 60 کیلومتر بعداز شهرستان کوهدشت رودخانه سیمره,تنگه زیباترین مناطق طبیعی ایران بازدید اردیبهشت 60 کیلومتر بعداز شهرستان کوهدشت رودخانه سیمره,1
542,rasool amiri,3,شهر جاده نامناسب فاقد تابلو راهنما انتهای جاده ورودی تنگه امکانات,شهر جاده نامناسب فاقد تابلو راهنما انتهای جاده ورودی تنگه امکانات,0
543,پوشاک سناتور,4,طبیعت زیبا بهار خوش اب هواست چندین تور منطقه زیبا رفته ایم تجربه دلپذیری emoji emoji برخورد خوب مردم خونگرم emoji مسیر سرسبز زیبا حس خوبی میداد لاعث تجربه خوبی باشه بدوستانم معرفی راضی emoji طبیعت بکر زیبا بهار خوش اب هواست چندین تور منطقه زیبا رفته ایم تجربه خوبی,طبیعت زیبا بهار خوش اب هواست چندین تور منطقه زیبا رفته ایم تجربه دلپذیری emoji emoji برخورد خوب مردم خونگرم emoji مسیر سرسبز زیبا حس خوبی میداد لاعث تجربه خوبی باشه بدوستانم معرفی راضی emoji طبیعت بکر زیبا بهار خوش اب هواست چندین تور منطقه زیبا رفته ایم تجربه خوبی,1
544,HAMED NAJANDAL,5,زیبا دیدنی مسیر پیمایش دره نسبتا راحت هست ابتدای مسیر محل کمپ هست ورودی دوره ماشین هست نسبتا شلوغ میشه,زیبا دیدنی مسیر پیمایش دره نسبتا راحت هست ابتدای مسیر محل کمپ هست ورودی دوره ماشین هست نسبتا شلوغ میشه,1
545,binool,4,قشنگ اینقدر بعضیا تعریفشو جاهایی شبیه تنگ براق تنگ تامرادی آبشار آب ملخ آبشار بیشه قشنگ تنگه شیرزر پیاده کوهنوردی تنگ سخته اهل طبیعت گردی هستید بقیه تنگ دیدین برید ارشیوتون کامل بشه,قشنگ اینقدر بعضیا تعریفشو جاهایی شبیه تنگ براق تنگ تامرادی آبشار آب ملخ آبشار بیشه قشنگ تنگه شیرزر پیاده کوهنوردی تنگ سخته اهل طبیعت گردی هستید بقیه تنگ دیدین برید ارشیوتون کامل بشه,1
546,neda norouzi,5,مسیر زیبا متفاوت طبیعت گردان عزیز هستش درجه سختی اون پایینه,مسیر زیبا متفاوت طبیعت گردان عزیز هستش درجه سختی اون پایینه,1
547,Mohammad pourshahin,5,شیرز زیبا مناظری منحصر فصل اواسط فروردین اواخر اردیبهشت زیباترین قسمت مسیر بیست دقیقه مانده پل خدا حدودا ده دقیقه بعدش آب تقریبا چشمه دوتای بزرگتر بلافاصله پل خدا داره مسیر اصلی پل خدا مسیری سبک چالش,شیرز زیبا مناظری منحصر فصل اواسط فروردین اواخر اردیبهشت زیباترین قسمت مسیر بیست دقیقه مانده پل خدا حدودا ده دقیقه بعدش آب تقریبا چشمه دوتای بزرگتر بلافاصله پل خدا داره مسیر اصلی پل خدا مسیری سبک چالش,1
548,mehran dartaee,4,منطقه خاص کوهستانهای ایران,منطقه خاص کوهستانهای ایران,1
549,majid mazlomi,5,زیبا ترین مناطق ایران جهان مردم بگذارند سفر بهار پاییز پیاده آب گذشتن پل خدا مقدار سنگ تپه بروید بتوانند پیاده,زیبا ترین مناطق ایران جهان مردم بگذارند سفر بهار پاییز پیاده آب گذشتن پل خدا مقدار سنگ تپه بروید بتوانند پیاده,1
550,mohsen anisi,4,تنگه شیرز کوهدشت لرستان مسیر دسترسی راحتی داره کیلومتر اخر مسیر خاکی میباشد دره کیلومتر راحت عبور میتوانید خانواده تنگه دیدنیهای هستش پل معلق پل خدا غاری 150 هستش میتوانید داخل عبور کنین برج پرندگان,تنگه شیرز کوهدشت لرستان مسیر دسترسی راحتی داره کیلومتر اخر مسیر خاکی میباشد دره کیلومتر راحت عبور میتوانید خانواده تنگه دیدنیهای هستش پل معلق پل خدا غاری 150 هستش میتوانید داخل عبور کنین برج پرندگان,1
551,mani rashtipour,5,نهایت زیبا العاده مسیر تنگه هفت کیلومتر پلِ خدا معروف پل خدا پلی ست طبیعی سر تنگه متصل غار مانندی تشکیل آب عبور غار 20 30 داخل گذر زیبایی پل خدا لذت ببرید,نهایت زیبا العاده مسیر تنگه هفت کیلومتر پلِ خدا معروف پل خدا پلی ست طبیعی سر تنگه متصل غار مانندی تشکیل آب عبور غار 20 30 داخل گذر زیبایی پل خدا لذت ببرید,1
552,milad tahmasebi,5,اغراق داخل ایران تجربه شو داشتم برم 1389 حرفه سفر میرم یه خوابیدن داخل تنگه برنامه بریزید آب خوراکی مقدار همراهتون باشه آب غار آبی هستش غار میتونید برید پله چادر زدن هست اونجا امکانش هست وسط دره نخوابید بمونید emoji,اغراق داخل ایران تجربه شو داشتم برم 1389 حرفه سفر میرم یه خوابیدن داخل تنگه برنامه بریزید آب خوراکی مقدار همراهتون باشه آب غار آبی هستش غار میتونید برید پله چادر زدن هست اونجا امکانش هست وسط دره نخوابید بمونید emoji,1
553,hamidreza adib,3,محل تلاقی استان کرمانشاه ایلام لرستان تکه‌ای زمین زیبایی شگفتی‌های نمایش گذاشته منطقه دیدنی تنگه شیرز نگینی ایران می‌درخشد تنگه کیلومتر رودخانه‌ای دهانه ورودی شیرز رودخانه سیمره می‌پیوندد مکان دیواره‌هایی ارتفاع 150 200 محصور شیب دیواره‌ها ارتفاعی کمتر ده نزدیکی روستای گُدارگَه پرتگاه هفت رَک انتهای دره اوج,محل تلاقی استان کرمانشاه ایلام لرستان تکه‌ای زمین زیبایی شگفتی‌های نمایش گذاشته منطقه دیدنی تنگه شیرز نگینی ایران می‌درخشد تنگه کیلومتر رودخانه‌ای دهانه ورودی شیرز رودخانه سیمره می‌پیوندد مکان دیواره‌هایی ارتفاع 150 200 محصور شیب دیواره‌ها ارتفاعی کمتر ده نزدیکی روستای گُدارگَه پرتگاه هفت رَک انتهای دره اوج,0
554,mohamad azimi,5,منظره استثنایی بهشتی طبیعت بکر درختان سنگ عجیب اثبرای بینید حیرت زده شید ارتفاع شکل سنگ زیباست داخل دره تونید پیاده رودخانه نوردی مسیر منتهی میشه غار خدا زیباست حدودا ساعت میکشه غار مسیر داره روستای محلی ختم میشه دیگه داره بالای سنگ دره مبشه منظره العاده داره مهارت جاها صخره نوردی داره,منظره استثنایی بهشتی طبیعت بکر درختان سنگ عجیب اثبرای بینید حیرت زده شید ارتفاع شکل سنگ زیباست داخل دره تونید پیاده رودخانه نوردی مسیر منتهی میشه غار خدا زیباست حدودا ساعت میکشه غار مسیر داره روستای محلی ختم میشه دیگه داره بالای سنگ دره مبشه منظره العاده داره مهارت جاها صخره نوردی داره,1
555,nima duudi,4,ترین,ترین,1
556,amir sh,5,ی تنگه شگفت انگیز,ی تنگه شگفت انگیز,1
557,فهیمه صالحی,5,العاده زیبا باورنکردنی,العاده زیبا باورنکردنی,1
558,saeed shahaLI,5,زیباترین تنگه جهان خاص میباشد شیرز اصل دره‌ای کیلومتر روستای گُدار گَه رودخانه‌ سیمره رودخانه‌ سیمره خط مرزی استان لرستان ایلام رفتن دره تلاقی استان کرمانشاه ایلام لرستان برویم 55 کیلومتر مانده کوهدشت لرستان زردلان جاده‌ اولاد قباد تنگه می‌رسید کیلومتر انتهایی مسیر جاده‌ خاکی عبور دیواره‌ سنگی بلند مسیر پیاده‌روی تنگه دسترسی آسان هوای خوبش دیدنش می‌آیند شیرز ساخته‌ طبیعت انسان نزدیکی ساخته ساختمان مزرعه‌ پرورش ماهی ساختمان تنگه کنارش پارکینگی خودروها,زیباترین تنگه جهان خاص میباشد شیرز اصل دره‌ای کیلومتر روستای گُدار گَه رودخانه‌ سیمره رودخانه‌ سیمره خط مرزی استان لرستان ایلام رفتن دره تلاقی استان کرمانشاه ایلام لرستان برویم 55 کیلومتر مانده کوهدشت لرستان زردلان جاده‌ اولاد قباد تنگه می‌رسید کیلومتر انتهایی مسیر جاده‌ خاکی عبور دیواره‌ سنگی بلند مسیر پیاده‌روی تنگه دسترسی آسان هوای خوبش دیدنش می‌آیند شیرز ساخته‌ طبیعت انسان نزدیکی ساخته ساختمان مزرعه‌ پرورش ماهی ساختمان تنگه کنارش پارکینگی خودروها,1
559,TRAVEL GUID,5,محل تلاقی استان کرمانشاه ایلام لرستان تکه‌ای زمین زیبایی شگفتی‌های نمایش گذاشته منطقه دیدنی تنگه شیرز نگینی ایران می‌درخشد تنگه کیلومتر رودخانه‌ای دهانه ورودی شیرز رودخانه سیمره می‌پیوندد مکان دیواره‌هایی ارتفاع 150 200 محصور شیب دیواره‌ها ارتفاعی کمتر ده نزدیکی روستای گُدارگَه پرتگاه هفت رَک انتهای دره اوج همزیستی صخره‌های خشن تیز درختانی تنگه روییده‌اند جالب توجه فرسایش سنگ‌ها صخره‌ها شکل خاصی مکان پدید آورده‌اند دیواره‌های آهکی چین خورده بارندگی فرسایش رگه‌هایی رنگ سیاه گرفته‌اند دره خودنمایی صخره‌های سر فلک کشیده دوسوی تنگه می‌رسند تماشای آسمان می‌گیرند سقوط سنگ‌ها ارتفاع مسیر آب رودخانه عوض شکل تازه‌ای طبیعت بخشیده تنگه شیرز 55 کیلومتری شهر کوهدشت استان لرستان زردلان منطقه‌ای اولادقباد تنگه ضلع شرقی رشته کوه وره زرد مجاورت رودخانه سیمره شاخه اصلی کرخه واقع تنگه روستای گدارگه کناره رود سیمره جهت جنوب شرقی – شمال غربی کشیده,محل تلاقی استان کرمانشاه ایلام لرستان تکه‌ای زمین زیبایی شگفتی‌های نمایش گذاشته منطقه دیدنی تنگه شیرز نگینی ایران می‌درخشد تنگه کیلومتر رودخانه‌ای دهانه ورودی شیرز رودخانه سیمره می‌پیوندد مکان دیواره‌هایی ارتفاع 150 200 محصور شیب دیواره‌ها ارتفاعی کمتر ده نزدیکی روستای گُدارگَه پرتگاه هفت رَک انتهای دره اوج همزیستی صخره‌های خشن تیز درختانی تنگه روییده‌اند جالب توجه فرسایش سنگ‌ها صخره‌ها شکل خاصی مکان پدید آورده‌اند دیواره‌های آهکی چین خورده بارندگی فرسایش رگه‌هایی رنگ سیاه گرفته‌اند دره خودنمایی صخره‌های سر فلک کشیده دوسوی تنگه می‌رسند تماشای آسمان می‌گیرند سقوط سنگ‌ها ارتفاع مسیر آب رودخانه عوض شکل تازه‌ای طبیعت بخشیده تنگه شیرز 55 کیلومتری شهر کوهدشت استان لرستان زردلان منطقه‌ای اولادقباد تنگه ضلع شرقی رشته کوه وره زرد مجاورت رودخانه سیمره شاخه اصلی کرخه واقع تنگه روستای گدارگه کناره رود سیمره جهت جنوب شرقی – شمال غربی کشیده,1
560,فرید گراوند,5,خودم کو هدشتیم شیرز کوهدشت 15 فاصله داره شیرز خوبی حتمان برید رود خان اب لایه سنگ,خودم کو هدشتیم شیرز کوهدشت 15 فاصله داره شیرز خوبی حتمان برید رود خان اب لایه سنگ,1
561,Ebrahim Mirzapour,4,تنکه شیرز لرستان بسبار زیبا دیدنی یکساعت نیم پیمایش تونل میرسبد چراغ عبور داخل آب رودخانه پل خدا معروف ایت چشمه آب میرسید میتونید انتهای مسیر بگیرید,تنکه شیرز لرستان بسبار زیبا دیدنی یکساعت نیم پیمایش تونل میرسبد چراغ عبور داخل آب رودخانه پل خدا معروف ایت چشمه آب میرسید میتونید انتهای مسیر بگیرید,1
562,amir karima,4,عالیه برید دره ی بینظیر جنگل رودخانه لایه سنگ شناسی,عالیه برید دره ی بینظیر جنگل رودخانه لایه سنگ شناسی,1
563,farshad sh,4,منطقه جذاب دوره زمین شناسی,منطقه جذاب دوره زمین شناسی,1
564,Golmorad Moody,4,بکرترین شگفت‌انگیزترین جاها تنگ تنگه‌هایی‌ست میلیون‌ها عمرشان می‌گذرد فرسایش تغییرات زمین‌شناسی به‌وجود آورده درست تنگه شیرز تنگه کوهدشت لرستان واقع فاصله کوهدشت خرم‌آباد 86 کیلومتر کوهدشت 50 کیلومتر برویم تنگه برسیم تنگه کیلومتر شرق کوه وره زرد شیب بلندی دیواره‌های دره‌اش جاهای مختلف فرق مثال روستای گدارگه 10 بلندی همین‌طور جلو برویم عمق دره 150 200,بکرترین شگفت‌انگیزترین جاها تنگ تنگه‌هایی‌ست میلیون‌ها عمرشان می‌گذرد فرسایش تغییرات زمین‌شناسی به‌وجود آورده درست تنگه شیرز تنگه کوهدشت لرستان واقع فاصله کوهدشت خرم‌آباد 86 کیلومتر کوهدشت 50 کیلومتر برویم تنگه برسیم تنگه کیلومتر شرق کوه وره زرد شیب بلندی دیواره‌های دره‌اش جاهای مختلف فرق مثال روستای گدارگه 10 بلندی همین‌طور جلو برویم عمق دره 150 200,1
565,هیچکس,1,راضی,راضی,-1
566,mehdi rahimi,2,طبیعت خارقالعاده تنگه نبینین نمیتونین حس ترکیبی رودخانه کوه غار همراه پوشش گیاهی چشم نواز توصیه میکنم آخر تنگه برین,طبیعت خارقالعاده تنگه نبینین نمیتونین حس ترکیبی رودخانه کوه غار همراه پوشش گیاهی چشم نواز توصیه میکنم آخر تنگه برین,-1
